Name,Price,Discount,Worthy,Final_rating,Number_of_ratings,5star,4star,3star,2star,1star,Brand,Genre,Sub-Genre,Publication_day,Publication_month,Publication_year,Operating_system,Sub_operating_system,Format,Platform,Other_features,Description,Description_bullets_num,Description_size
Kronville: Stolen Dreams [Download],6.99,0.0,0,3.4,7,2,1,0,0,2,16,6,0,17,8,2017,2,2,0,1,0,"Branching conversations you control
Gripping storyline with a surprise ending
Breathtaking worlds that cross dreams with reality
Spectacular animated sequences between chapters
Challenging mini-games",5,24
Blacklight Tango Down 4-Pack [Online Game Code],19.96,0.0,0,3.8,6,3,1,1,0,1,112,1,0,21,2,2013,0,0,0,1,0,0,0,0
The Sims 4 Incheon Arrivals Kit - PC [Online Game Code],4.99,0.0,1,4.4,9,5,1,2,0,0,0,2,2,5,10,2021,5,0,0,1,0,"Dress for any occasion with both semi-formal and casual pieces.
Blazers, coats, jackets, and cardigans pair neatly with loose-fitting skirts and pants.
Structured oversize pieces combine with flowy materials for a study in contrasts.
Find comfort in baggy silhouettes and details like a high waist and half-tucked shirts.",4,48
Sacra Terra: Angelic Night Collector's Edition [Download],2.99,9.0,0,3.9,13,6,1,2,1,0,16,6,0,17,8,2017,2,2,0,1,0,"80 locations to explore
19 mini-games to solve
42 morphing objects to find
Stunning CG animated cutscenes
Walkthrough, wallpapers, concept art",5,21
Football Manager 2021 (PC) (64-Bit),40.81,0.0,0,3.7,20,8,5,1,2,2,14,7,14,0,0,0,12,5,1,1,0,"Choose a club and challenge that suits your ambitions and work with the club bosses
As the first career station, choose one of over 2,000 playable clubs from more than 50 football countries
Develop strategies, formations, and game styles for any situation to increase the chance of winning your club and get the three points
Work with your staff to judge your team's strengths and talents",4,66
Rage 2 - PC Deluxe Edition [Amazon Exclusive Bonus],33.51,46.48,0,3.6,32,14,6,2,1,7,12,1,0,0,0,0,4,3,4,1,0,"THE WASTELAND AWAITS - Seamlessly traverse a vast and varied landscape, from lush jungles and treacherous swamps to sun-scorched deserts in your pursuit of The Authority
PEDAL TO THE METAL - From monster trucks to gyrocopters, use an assortment of rugged and wasteland-ready vehicles to speed across the badlands. If you see it, you can drive it
THE LAST RANGER - Bring the pain using a collection of upgradable weapons, devastating Nanotrite powers, and Overdrive, the ability to push your guns beyond their mechanical limits
FACTIONS & FOES - Fight against ferocious factions for control of the wasteland, each featuring a rogue's gallery of madmen, mutants, and monsters hungry for blood
Rise of the Ghosts Expansion: An exciting campaign expansion to RAGE 2! Will be available by Summer 2019!
Pre-order Rage 2 and get the ""Cult of the Death God"" exclusive mission, Settlers Pistol, Nicholas Raine Armor, and Monster Truck in-game
Must be redeemed on the Bethesda client",7,158
The Sims 2 Seasons Expansion Pack - PC,47.59,0.0,1,4.7,548,454,49,16,5,21,0,3,0,27,2,2007,2,6,0,1,0,"The Sims 2 Seasons is an Expansion Pack and requires The Sims 2, The Sims 2 Special DVD Edition, or The Sims 2 Holiday Edition for PC to play. Check to make sure you can run The Sims 2
Dramatic and Detailed Weather Effects - A brand-new visual experience has come to the world of The Sims 2. Now your Sims can experience snowstorms, thundershowers, lightning bolts, and deadly hailstones. All four seasons are spectacularly rendered to occur in every The Sims 2 neighborhood
Benefit from Each Season - Seasons impact your Sims' relationships, moods, wants, and fears
Share New activities - New ways for your Sims, their families, and friends to have fun together! Build snowmen, splash in the pool, play catch, and go ice skating
Reap the Fruits of Your Sims' Labors - Harvest fruits and veggies all year round and blend love potions, energy drinks, health boosters, and more",5,152
MADDEN NFL 21 - MUT 12000 Points Pack - PC [Online Game Code],99.99,0.0,0,2.1,5,1,0,0,0,3,0,9,6,25,8,2020,5,0,0,1,0,"Play - Hone your skills with Ultimate Team Challenges and go all out in different competitive modes to receive rewards that you can apply to your Ultimate Team campaign.
Collect - As you play, earn rewards like Mut Coins and packs to finesse your depth chart via strategic decisions.
Upgrade - Use rewards to build and upgrade your Ultimate Team. Flex your custom fantasy roster on the competition and showcase your creativity on the field.",3,75
Knockout City 1100 Holobux - PC [Online Game Code],10.0,0.0,1,5.0,1,1,0,0,0,0,0,2,11,21,5,2021,5,0,0,1,0,"KNOCKOUT CITY - 1100 HOLOBUX Use Holobux to get unique customisations, including character outfits, holograms, poses and more, from the in-game store.
Customizations are cosmetic only.
This game includes optional in-game purchases of virtual currency that can be used to acquire virtual in-game items.",3,44
Classic Card Game Collection - [PC Download],9.99,0.0,0,1.9,9,1,0,0,2,4,105,10,13,8,9,2019,2,2,0,1,0,"10 traditional card games the entire family can enjoy.
Canasta, Gin Rummy, Hearts, Pinochle, Texas Hold’em, Euchre, Go Fish, Old Maid, Spades, Solitaire Mahjong.
Fast animated play, all new redesigned look, play against the computer.
Easy to learn games, includes detailed game rules.
Soothing soundtracks",5,45
Dark Dimensions: Wax Beauty - PC,7.0,0.0,1,4.0,25,15,2,2,0,4,2,5,0,0,0,0,1,1,1,1,0,0,0,0
NBA 2K22: Standard - PC [Online Game Code],40.19,19.8,1,4.5,35,25,5,1,0,2,6,9,0,10,9,2021,5,0,0,1,0,"A WORLD OF BASKETBALL: NBA 2K22 puts the entire basketball universe in your hands. PLAY NOW in real NBA and WNBA environments against authentic teams and players.
Build your own dream team in MyTEAM with today’s stars and yesterday’s legends.
Live out your own pro journey in MyCAREER and experience your personal rise to the NBA.
Flex your management skills as a powerful Executive in MyGM and MyLEAGUE.",4,68
The Mage's Tale [Online Game Code],39.99,0.0,0,3.4,4,1,1,0,0,1,112,3,0,20,6,2017,6,3,0,1,0,"Collect mystic ingredients which you can use to craft hundreds of custom spells in your very own Mage's Workshop.
Explore the ancient crypts, sewers, and dungeons to find devious traps and secret rooms hidden around every corner.
Use your touch controllers to sling spells, summon wards, and solve puzzles.
With over ten hours of gameplay, The Mage's Tale is an adventure designed from the ground up to capture the magic of the Oculus gaming experience.
Requires Oculus Rift + Touch",5,80
STAR WARS™ Jedi Knight - Mysteries of the Sith™ [Online Game Code],2.99,0.0,0,1.0,1,0,0,0,0,1,36,1,0,22,3,2018,1,1,0,1,0,"Bring a Whole new game experience to Jedi Knight. Jam-packed features make Mysteries of the Sith a must-have for Jedi Knight fans
New playable character, Mara Jade, introduced first in Timothy Zahn's award-winning Star Wars novel, Heir to the Empire",2,40
Suze Orman's Money Game - PC,8.04,0.0,1,4.5,2,1,0,0,0,0,112,4,0,0,0,0,1,1,2,1,0,"A fun game with more than 30 hours of gameplay
7 goals to choose from: pay-off credit card debt, your mortgage, buy a house, save for college and more.
Help David reach his wife and daughter trapped in the museum after a devastating earthquake.
Mini-games and activities to have fun
Games today",5,52
Nancy Drew: Trail of the Twister [Download],6.99,0.0,1,4.3,110,79,8,8,4,8,10,2,0,29,6,2010,2,2,0,1,0,0,0,0
Times of Vikings [Download],6.89,0.0,0,3.3,4,0,3,0,0,1,7,15,0,22,5,2014,1,5,0,1,0,"40 levels of fun in four different worlds
Over 20 unique buildings and upgrades
Amazing gameplay and graphics",3,18
Hitomi and Gibo Bundle Pack,29.99,0.0,0,3.4,19,5,6,2,0,4,112,7,0,0,0,0,2,15,1,1,0,Officially Licensed,1,2
Ultimate RPG Archives - PC,299.99,0.0,0,3.3,15,4,4,0,0,5,33,3,0,0,0,0,3,1,1,1,0,0,0,0
Delta Force Xtreme 2 (PC DVD),14.07,0.0,0,3.4,27,9,5,2,6,2,54,1,0,0,0,0,17,0,2,1,0,"Over 40 multiplayer maps plus mission editor enabling you to create custom levels.
20 different real world weapons.
There is a heavy vehicle combat component to both single and multiplayer modes.
Helicopters, boats, jeeps and tanks, are often equipped with weapons of their own
Especially in multiplayer, there is frequent vehicle-to-vehicle combat",5,52
Mystery Tales: Eye of the Fire [Download],9.99,0.0,0,1.0,1,0,0,0,0,1,7,6,0,18,5,2017,1,5,0,1,0,"Enjoy awesome Hidden Object suspense
Solve tricky riddles and devilish minigames
Defeat an ancient evil witch and save the city
Get ready for perfect Hidden Object fun in this brand-new part of the celebrated ""Mystery Tales"" series!",4,37
Ship Simulator Extremes: Cargo Vessel DLC [Download],3.99,0.0,0,2.7,9,3,0,0,2,3,18,7,0,16,11,2011,1,1,0,1,0,"You can download your game or software order an unlimited number of times for personal use.
Please check the system requirements to verify this game works with your computer and/or operating system before purchase.
You can also shop for digital games on your mobile device.",3,45
Might & Magic: Heroes Pack [Online Game Code],59.99,0.0,1,5.0,2,2,0,0,0,0,1,1,0,5,3,2015,4,0,0,1,0,0,0,0
The Escapists 2 - Wicked Ward [Online Game Code],3.99,0.0,1,5.0,2,2,0,0,0,0,108,7,0,24,10,2017,6,15,0,1,0,"A brand-new horror themed map to escape from
New Halloween themed customisations
New outfits
New items and craftable recipes
Your goal is to escape at all costs!",5,27
Duck Dynasty [Online Game Code],39.99,0.0,0,3.9,3,2,0,0,0,0,2,2,0,14,10,2014,1,3,0,1,0,"Call in ducks to your blind using a variety of calls and then fire away.
Hunt Louisiana wildlife including squirrels, frogs and fish for Miss Kay to cook her famous dishes.
Join Jase in duck call room antics as you sneak around the warehouse to trick Willie.
Race against Willie in an airboat as you drive across the Robertson family swampland.
Uncover Uncle Si's bizarre ""treasures"" with a metal detector. Track down pesky beavers with Phil to stop their damns from ruining the duck ponds. Play through 3 game modes including the main story, duck shooting galleries and airboat racing.",5,100
Air Conflicts Pacific Carriers - PlayStation 4,43.07,0.0,1,4.2,257,156,43,28,15,10,26,20,0,0,0,0,16,0,0,4,1,"Experience the story of a carrier - Witness the adventures of Admiral Lucas Stark and Hideaki Hashimoto, the captains of aircraft carriers in the Pacific ocean in WWII.
Protect your carrier - Take control of the ship's cannon turrets in Survive Mode.
Enter the watchtower - Look out for enemies and discover new missions.
Control whole squadrons - Instead of controlling just one airplane, you can control all aircrafts in your squadron in the respective mission.
Challenging gameplay - Every plane can only be equipped with a limited amount of ammunition, requiring you to strategically switch between the different planes of a squadron.",5,103
The Lord of the Rings: Mines of Moria - PC,9.99,0.0,0,3.8,96,56,7,7,7,16,21,20,0,0,0,0,1,1,2,1,0,"Live the Legend: Join the only massively multiplayer online game based on the extensive and beloved fantasy universe of J.R.R. Tolkien and adventure through renowned places like the Shire and Bree, and now Moria, and the dark heart of the Misty Mountains.
Reach level 60 with thousands of character customizations: 4 races, 9 classes, 10 professions, 7 vocations, + over 1,000 titles, skills and traits. Over 3,500 monsters & over 500 authentic landmarks in nearly 100 million square meters of Middle-earth!
Explore 3 new regions & 12 expansive areas of Moria. New graphics technology brings this underground realm to life like never before, with stunning vistas crafted by the Dwarves of Khazad-dûm. Delve deeper into the darkness.
Design and create legendary items as renown as Bilbo’s Sting! Your hero’s gear will evolve and grow in power along with you, leading to truly unique end-game items!
Fight for the dark side with monster play, the revolutionary monster vs. player (PvMP) combat feature, now with 5 more ranks, Artifact Control, and a live online leader board to showcase your achievements.",5,178
Christmas Tale - Magic Bells - Hidden Object [Download],1.99,0.0,1,5.0,1,1,0,0,0,0,28,5,0,19,12,2013,1,1,0,1,0,"10 Fun Levels
Pinch to Zoom
40 Objects Per Level
400 Hidden Objects to Find
Level Map will Save Progress",5,20
HOYLE KIDS GAMES,16.99,0.0,1,4.2,7,3,1,0,1,0,107,17,0,0,0,0,17,0,3,2,0,"15 terrific games you know and love. 10 animated characters are always ready to play.
Checkers, Go Fish, Crazy Eights, , Snakes & Ladders, Hangman, Battling Ships, Placer Racer
Chinese Checkers, Memory Match, Bump'em, Tic Tac Toe, Speedy Racer, Old Maid, War
Choose the skill level, music and background. Automatically saves games so you can finish later.
Windows XP, Vista, 7, 8 compatible",5,63
King's Quest - Chapter 1: A Knight to Remember [Online Game Code],9.99,0.0,0,3.7,17,9,3,0,0,4,2,2,0,28,7,2015,1,1,0,1,0,0,0,0
A Game of Dwarves: Ale Pack [Online Game Code],0.99,0.0,0,3.2,3,0,2,0,0,0,18,4,0,6,12,2012,1,1,0,1,0,"You can download your game or software order an unlimited number of times for personal use.
Please check the system requirements to verify this game works with your computer and/or operating system before purchase.
You can also shop for digital games on your mobile device.",3,45
Dawn of Discovery - PC,37.99,0.0,0,3.4,68,14,27,6,8,11,1,2,0,0,0,0,1,1,2,1,0,"Explore the beautifully detailed world and discover new places to create your civilization
Set up trade posts in the spice mines of the Orient and explore new trade routes to keep your nation growing
Learn from other nearby cultures to expand your horizons and master the challenges of establishing a society
Seamless user interface delivers multiple game play modes and faster player rewards for both long or short play sessions
Exclusive multiplayer modes across platforms",5,75
Space Chimps - PC,14.99,0.0,0,3.9,3,2,0,0,0,0,112,1,0,0,0,0,1,1,2,1,0,"Unleash your animal abilities as you tumble, jump, climb, and swing your way through environments straight out of the movie
Switch from fighting mode to sneaking mode to puzzle solving mode as you travle from level to level
Interact with both familiar faces from the movie and brand new characters created for the video game
Fly on the backs of alien fluvians, or get yourself you own pair of flutter eye wings
In space, no one can hear you go bananas",5,81
Life is Strange Episode 1 [Online Game Code],3.97,1.02,1,4.5,3,2,0,0,0,0,3,1,0,0,0,0,1,3,0,1,0,"A beautifully written modern adventure game.
Rewind time to change the course of events.
Multiple endings depending on the choices you make.
Striking, hand-painted visuals.
Distinct, licensed indie soundtrack.",5,29
Grand Theft Auto Online: Bull Shark Cash Card [Online Game Code],9.99,0.0,0,3.9,91,58,4,7,2,19,30,1,0,14,4,2015,4,3,0,1,0,0,0,0
Dungeons - Gold - PC,11.95,0.0,0,3.8,16,7,0,3,2,0,26,4,0,0,0,0,1,1,2,1,0,"

",3,0
The Sims 4 Fashion Street Kit - PC [Online Game Code],4.99,0.0,1,4.8,10,7,2,0,0,0,0,2,2,5,10,2021,17,0,0,1,0,"Bright, flowy fabrics and contemporary cuts guarantee stunning streetwear looks for every Sim.
Each piece works alone or integrated into an existing closet for effortless style.
Accessorize your outfit with bangles, sparkling necklaces, and flashy rings.
Express your style with henna tattoos and fun sunglasses.",4,45
Battlefield 1 Revolution (PC DVD),22.69,0.0,0,3.9,23,14,2,2,0,4,0,1,0,22,9,2017,0,0,2,1,0,"Includes: Battlefield 1 base game, Battlefield 1 premium pass and additional content
Battlefield 1 base game: Discover a world at war through an adventure-filled campaign or join in epic team-based multiplayer battles with up to 64 players
Fight as infantry or take control of amazing vehicles on land, air and sea
Battlefield 1 Premium Pass: Four themed digital expansion packs with multiplayer maps, weapons and more. Two-week early access to any unreleased expansion
Battlefield 1 They Shall Not Pass: The hardened veterans of the French army make a stand in a brutal defense of their homeland
Battlefield 1 In the Name of the Tsar: Enter the largest front of World War I with the Russian army in blistering winter",6,119
Lost Lands: The Four Horsemen [Download],6.89,0.0,0,3.9,45,15,18,4,3,3,7,6,0,17,4,2015,1,5,0,1,0,"A marvelous hidden object adventure in the magical Lost Lands
Challenging riddles and mini games
Breath taking cut-scenes and animations
The sequel to the hidden object super hit ""Lost Lands: Dark Overlord""",4,32
Conflict: Denied Ops - PC,24.99,0.0,0,3.7,49,25,5,3,2,11,11,1,0,0,0,0,8,10,2,1,0,"Two-Man Tactics: Switch between team members at any time in single-player mode for maximum control, or have a friend join your game through either online, system link or split-screen.
Explode Your Enemies: Levels are built around massive fire fights with a continuous stream of enemies, and tons of exploding objects littered around the level to help your cause.
Destroy Everything: Obliterate your enemies with explosions, demolish buildings, blow through walls and destroy almost anything in the environment.
Accessible Action: In single-player mode, give commands to your team mate simply by pressing or holding a single button. Concentrate on the action, not complicated menus or control schemes.
Puncture-Tech: Utilize strategic destruction made possible with new Puncture-Tech technology developed by Pivotal Studios. Blast open new pathways, shoot unaware enemies through walls, or create holes in your cover to generate firing paths.",5,139
Emergency Room: Code Red [Download],19.95,0.0,0,3.1,10,3,1,1,0,3,66,7,0,5,1,2008,0,0,0,1,0,"Treat 35 cases!
Discover clues about the diagnosis by questioning the patient and family!
All medical cases are accurate and realistic - created by real ER doctors!
Use more than 50 realistic exam and treatment tools, including: chest tube, oxygen mask, rib spreader, defibrillator, spinal catheter, CT scan and ultrasounds, and more!",4,52
Tomb Raider: Underworld [Online Game Code],8.99,0.0,0,3.9,19,7,6,2,0,2,3,1,0,30,9,2010,2,2,0,1,0,"Master your surroundings: Reach new heights with the broadest range of acrobatic abilities and utilize objects within the environment to uncover new paths to explore.
Explore epic and unknown worlds: Discover ancient mysteries of the underworld hidden within the coast of Thailand, frozen islands of the Arctic Sea, the jungles of Mexico, and more.",2,54
Tom Clancy's The Division Underground [Online Game Code],9.99,5.0,1,4.3,17,10,4,0,0,1,1,1,0,28,6,2016,4,3,0,1,0,"Underground expansion is part of the Season Pass and Gold Edition content and the first expansion of the series.
DLC Content requires the base game.",2,25
Company of Heroes Franchise Edition [Online Game Code],69.99,0.0,0,3.5,6,2,0,2,0,1,14,4,0,3,11,2014,1,3,0,1,0,"real-time strategy (RTS) game set in World War II, Company of Heroes brings to life -- in full cinematic detail -- the greatest war mankind has ever known
Gamers will experience the journey of the brave men of Able Company in a deep single-player campaign that begins with the invasion of Normandy through their fight across Europe",2,57
Final Fantasy XI Vana'diel Collection 2008 - PC (Atomic),14.96,0.0,1,4.3,52,35,6,3,3,3,3,20,0,0,0,0,17,0,2,1,0,"Answer this summons and step into an online world like none you've ever experienced
Experience dramatic quests; fierce battles and a flexible job system
The stakes are higher; the risks are greater; the rewards are bigger
Free Subscription for 30 days
Includes original game plus four expansion packs",5,48
STAR WARS™ - Knights of the Old Republic™ [Online Game Code],9.99,0.0,1,4.5,83,65,6,3,0,7,36,3,0,21,3,2018,17,15,0,1,0,"A brand new Star Wars role-playing experience with unique characters, creatures, vehicles and planets.
Learn to use the Force with over 40 different powers and build your own lightsaber.",2,29
DEATHLOOP | Standard Edition | [PC],58.9,0.0,1,5.0,1,1,0,0,0,0,112,20,1,0,0,0,7,0,2,1,0,"Singleplayer-Gameplay mit einer Dosis tödlichem Multiplayer
Jeder Gameplay-Loop bringt die Möglichkeit mehr zu erfahren und aus vergangenen Fehlern zu lernen
Die von den 1960ern inspirierte Retro-Future-Welt von DEATHLOOP sprüht nur so vor Leben und Charakter
Das preisgekrönte Team von Arkane Lyon präsentiert DEATHLOOP - innovative, bahnbrechende First-Person-Action, die euch in typischer Arkane-Manier große Freiheiten lässt",4,55
"Warhammer 40,000 : Dawn of War II - Retribution - Eldar Race Pack DLC [Online Game Code]",0.99,0.0,1,5.0,1,1,0,0,0,0,14,4,0,4,3,2011,2,2,0,1,0,"SPEAR OF THE YNNEAD: Attacks upon the enemy can now confuse them and cause them to attack each other.
GUILE OF CEGORACH: The death of allied units now increases the chance of you entering an enraged state that increases your speed and damage.
RUNES OF WISDOM: Lowers the energy cost of using abilities.
HELM OF THE WAR HOST: Your hero gains immunity to knock back and suppression.",4,67
Port Royale 3: Pirates & Merchants - PC,24.99,0.0,0,3.6,105,46,18,13,5,19,26,4,0,0,0,0,1,1,4,1,0,"Two different single player campaigns: Adventurer and Trader
Naval battles, raids, plundering and invasions await the Adventurer, while the Trader will develop trade routes and the economy to earn glory, fortune and power
16 different ship types, such as powerful Galleons or versatile Frigates
Organize trade with 60 different cities such as Port-au-Prince or Tortuga
A comprehensive trade system, with supply and demand dynamically setting the price of goods and wares, like in the real world",5,76
Far Cry 4 - Escape From Durgesh Prison [Online Game Code],9.99,0.0,1,4.4,4,2,0,0,0,0,1,1,0,13,1,2015,4,3,0,1,0,0,0,0
Borderlands 2: Siren Madness Pack [Online Game Code],0.99,0.0,1,5.0,4,4,0,0,0,0,6,1,0,22,1,2013,1,1,0,1,0,Requires Steam Client to activate.  Steam key only valid in North America.,1,12
Layers of Fear: Inheritance [Online Game Code],4.99,0.0,0,3.1,21,7,2,3,1,6,112,2,0,2,8,2016,6,15,0,1,0,"A completely new narrative experience that expands the story of Layers of Fear
Explore the painter’s house from his daughter’s perspective
Multiple endings based on how you play the game
A return to the terrifying and psychedelic experience that you loved from the base game",4,45
Borderlands: The Pre-Sequel - PC,12.95,0.0,1,4.1,194,100,46,19,19,9,41,4,0,0,0,0,15,5,2,1,0,"BRING MAYHEM TO THE MOON: Feel the moon’s low gravity with every jump and stomp. New weapons equipped with ice and laser capabilities to cause mayhem! New enemies offer a space-based twist!
THE RISE OF HANDSOME JACK: Witness Handsome Jack’s rise to power. Dive deep into the origins of iconic Borderlands villains. Turn the tables and experience Handsome Jack’s side of the story.
A NEW CLASS OF ANTIHEROES: Play as one of four new character classes, including Wilhelm the Enforcer, Nisha the Lawbringer, and Athena the Gladiator. Play as a combat-ready Claptrap prototype for the first-time! Experience the gray morality of working alongside Handsome Jack.",3,105
NASCAR '14 [Online Game Code],39.99,0.0,0,3.8,25,11,6,3,0,4,112,14,0,18,2,2014,1,5,0,1,0,"NASCAR Highlights: Take advantage of “NASCAR Highlights” to determine the outcome of the biggest race thrills from the season. Eutechnyx recreates the action where the condition of the cars is exact, weather the same, track positions identical – the only difference is you!
Career Mode: Work your way through the ranks in a comprehensive career mode; complete with custom car builds, sponsor acquisition, and R&D to get your team into victory lane.
Official Teams & Tracks: Race against the official NASCAR teams & drivers on your favorite tracks from the high banks of Daytona, to the twists & turns of Sonoma, and exhilarating speed of Talladega.
Leagues: Take competition to the next level and host online leagues with your friends, fully supported by dynamic statistics, challenges, rankings and replay.
Online Multiplayer: Take advantage of dynamic skill-based matchmaking, tournaments, and easy drop in/out server browser functionality for a fair and enjoyable experience.",5,151
RIFT: Storm Legion - PC,23.94,0.0,0,3.2,32,10,5,5,0,10,112,3,0,0,0,0,1,1,2,1,0,"Two huge new continents that more than triple the size of the existing world
Experience epic stories that reveal the true power in Telara. And the gateway to the planes
A new Soul for each Calling expands the Ascended Class System – build the hero you want!
Rise to new heights of power through 10 challenging levels, increasing the level cap to 60
Achieve greatness with 7 new dungeons, 3 raids, a Chronicle, and more!",5,75
Rollercoaster Tycoon World Deluxe Edition (PC DVD),20.95,0.0,0,3.4,33,13,4,4,3,6,4,7,0,0,0,0,0,0,0,1,0,"THE DELUXE EDITION OF ROLLERCOASTER TYCOON WORLD INCLUDES ALL THE FEATURES OF THE STANDARD EDITION PLUS: Additional Mascot: Wow your guests with the RCT franchise's classic ""Panda"" mascot. Digital Art Book: A beautifully designed art book illustrates the story of RCTW art and park elements from concept to in-game. 2 Additional Maps and Campaigns: Build your dream park on two new exotic map packs, and play 10 additional missions. Zipper Ride: A brand-new flatride just for our Deluxe Edition users! RollerCoaster Tycoon World is the newest installment in the legendary RCT franchise. This next-generation theme park simulation and building game includes fan-favorite features and incredible new advancements such as stunning 3D environments full of roller coaster thrills, exciting flat rides, eager guests, user-generated content, robust social features, and more - all in one massively fun game!",1,136
Code Vein Standard Edition [PC Online Game Code],59.99,0.0,1,4.8,22,16,5,0,0,0,19,1,0,27,9,2019,6,5,0,1,0,"In the not too distant future, a mysterious disaster has brought collapse to the world as we know it. Towering skyscrapers, once symbols of prosperity, are now lifeless graves of humanity’s past pierced by the Thorns of Judgment. At the center of the destruction lies a hidden society of Revenants called Vein.
This ﬁnal stronghold is where the remaining few ﬁght to survive, blessed with Gifts of power in exchange for their memories and a thirst for blood. Give into the bloodlust fully and risk becoming one of the Lost, ﬁendish ghouls devoid of any remaining humanity.
Wandering aimlessly in search of blood, the Lost will stop at nothing to satisfy their hunger.
Team up and embark on a journey to the ends of hell to unlock your past and escape your living nightmare in CODE VEIN.",4,137
NCSoft NCoin 8000 [Online Game Code],100.0,0.0,1,4.0,619,427,37,18,12,123,40,3,0,25,11,2015,4,3,0,1,0,"In-Game currency for Lineage II
In-Game currency for Blade & Soul",2,11
Blazing Angels 2 Secret Missions of WW II - PC,17.99,0.0,0,2.9,33,3,10,5,1,10,1,1,0,0,0,0,2,0,1,1,0,"Enter a living, breathing world - Fly above hills and mountains, navigate through treacherous mountain passes and dogfight in the clouds with enemies
Face large-scale battles through various conditions - Darkness, rain, snow, and air turbulence
Travel around the world, from Paris, Rome and Moscow to exotic locations like Rangoon and Cairo and the highest mountain ranges of the Himalayas
Access to some of the most advanced and unusual aircraft and weapons of WWII, from high-velocity cannons to early guided missiles
Fast-paced multiplayer free-for-all, co-op and squad-based play, including new Capture the Flag and Epic Battle modes",5,97
Chris Sawyer's Locomotion - PC,11.0,0.0,0,3.8,79,41,15,3,3,14,4,4,0,0,0,0,3,1,1,1,0,"Build a transportation empire that includes railroads, trucking, buses, airplanes, and ships
Outmaneuver ruthless competitors
Cash in on a world of opportunity moving raw materials, goods and people efficiently from one destination to another
More than 40 pre-designed scenarios
For 1 or 2 players",5,44
Sam and Max: Save the World [Online Game Code],19.99,0.0,1,4.1,4,3,0,0,0,0,84,2,0,15,6,2007,2,2,0,1,0,"6 self-contained cases with an overarching story arc
Thousands of laugh-out-loud dialogue lines
Simple gameplay mechanics with a low learning curve
Catchy jazz soundtrack featuring live performers and over 3 hours of original music
Intuitive gameplay that appeals to seasoned gamers and novices alike",5,44
Ricochet Infinity - PC,9.19,0.0,0,3.8,49,28,6,3,0,11,13,1,0,0,0,0,2,0,1,1,0,"Ricochet around the Galaxy in this dynamically brilliant breakout action game
Over 200 levels of sheer excitement; download thousands of levels online
10 unique environments to explore; 14 planets to test your reflexes against
Unlock new ships, balls, and ranks; awesome multiplayer mouse-party modes
Innovative recall feature; re-energized ring game and trophies to earn",5,54
Hoyle Casino Games,54.99,0.0,1,4.3,3,0,2,0,0,0,15,12,0,0,0,0,17,0,1,1,0,Casino Games,1,2
Kingdom Hearts All-in-One Package - PlayStation 4,31.0,18.99,1,4.8,3090,2719,247,61,30,30,3,3,0,17,3,2020,16,0,0,4,0,"Includes 10 Magical KINGDOM HEARTS experiences – A perfect way to begin the legendary KINGDOM HEARTS series
Travel to beloved Disney and Pixar worlds to defend them from the evil heartless
Unlock the power of the Keyblade and team up with Final Fantasy, Disney, and Pixar characters in the ultimate battle against darkness
Test your battle skills with multiple combat possibilities, including powerful spells and team-up attacks
Uncover the Dark Seeker Saga and learn about the legendary Keyblade Masters",5,79
Macabre Mystery: Curse of the Nightingale - PC,24.94,0.0,0,3.8,18,8,1,5,0,1,2,5,0,0,0,0,1,1,1,1,0,"This refurbished product is tested and certified to work properly. The product will have minor blemishes and/or light scratches. The refurbishing process includes functionality testing, basic cleaning, inspection, and repackaging. The product ships with all relevant accessories, and may arrive in a generic box.",1,44
Robin's Quest: A Legend Born [Download],6.89,0.0,0,3.4,7,2,1,1,1,1,7,6,0,30,7,2014,1,5,0,1,0,"New mini-games and archery competitions
Interact with characters, good and evil
Rob from the rich and give to the poor!",3,20
Nancy Drew: Treasure In The Royal Tower [Download],9.99,0.0,1,4.2,140,91,18,12,1,16,10,3,1,13,7,2012,2,2,0,1,0,"Hit the slopes for a ski adventure, but watch out for avalanches
Learn about Marie Antoinette and her hisctoric castle
Assist with housekeeping duties while snooping for clues
Choose from Junior or Senior Detective difficulty levels.
Hit the slopes for a ski adventure, but watch out for avalanches
Learn about Marie Antoinette and her hisctoric castle
Assist with housekeeping duties while snooping for clues
Choose from Junior or Senior Detective difficulty levels.",8,72
Sherlock Holmes: The Secret of the Silver Earring - PC,8.25,0.74,0,3.2,29,7,5,2,10,2,22,2,0,0,0,0,2,15,2,1,0,"Assume the role of Sherlock Holmes and Doctor Watson and meet all the heroes of the novels: Inspector Lestrade, wiggins, Mycroft and many others!
Investigate 5 murders! Over 40 witnesses to question, 200 clues to uncover and over 25 hours of gameplay to solve the mystery.
Explore Victorian London, which is magnificently and faithfully reproduced in 3D.
Between each level Sherlock Holmes sets you a quiz which will validate your progress in the case.
The adventure is full of vivid cut-scenes to heighten the dramatic aspect of the story.",5,89
Space Rangers 2: The Rise of the Dominators - PC,13.48,0.0,1,4.0,27,15,4,4,0,4,42,3,0,0,0,0,2,0,1,1,0,"One of the most critically acclaimed games of the year!
Turn-based RPG encompassing various gameplay genres in a vast and open-ended interstellar world
Unique, ambitious vision that delivers epic gameplay on a new scale!
ADDED BONUS, includes the original Space Rangers 1 and a collectible poster!",4,46
